hora,dia_semana,es_fin_semana,es_hora_pico,zona_origen,zona_destino,num_estaciones,num_transbordos,duracion_min,ocupacion_tren,clima
18,6,1,0,2,0,18,0,20.5,26.2,2
19,6,1,0,3,4,15,1,20.0,38.6,0
16,5,1,0,0,4,12,1,19.5,34.8,0
8,1,0,1,2,1,4,0,12.6,75.1,0
9,6,1,0,1,2,4,0,12.5,52.2,0
18,3,0,1,0,1,5,0,5,82.2,0
9,0,0,1,1,2,7,0,13.4,78.7,0
18,1,0,1,1,3,5,1,7.6,76.4,2
9,5,1,0,2,4,17,1,37.0,47.2,0
9,4,0,1,1,2,8,0,13.6,89.2,2
7,1,0,1,0,1,4,0,9.1,51.1,1
10,3,0,0,0,1,1,0,6.9,73.6,1
18,2,0,1,0,1,5,0,5,81.0,1
11,1,0,0,2,1,7,0,16.4,46.5,0
13,2,0,0,0,4,16,0,16.6,19.7,0
7,2,0,1,0,1,4,0,6.0,91.2,0
17,2,0,1,1,2,8,0,12.9,93.7,0
11,6,1,0,4,0,13,0,26.4,19.8,1
12,3,0,0,0,1,5,0,4.6,54.9,0
8,1,0,0,4,0,11,0,14.5,37.6,0
8,3,0,1,0,1,3,0,7.7,49.1,0
7,2,0,1,1,3,4,1,12.0,78.6,0
19,5,1,0,2,1,4,0,17.2,52.8,0
7,0,0,1,3,1,8,1,11.7,75.9,0
18,2,0,1,2,1,7,0,12.4,74.1,1
17,0,0,1,2,1,10,0,7.4,71.0,0
8,0,0,1,0,1,5,0,10.5,78.6,0
9,3,0,0,4,0,9,0,15.7,19.6,0
12,5,1,0,3,2,8,1,23.5,56.0,0
10,5,1,0,2,3,10,1,21.0,73.1,0
14,6,1,0,2,1,8,0,18.1,47.0,0
14,5,1,0,4,0,13,0,22.5,42.3,0
18,3,0,1,2,1,7,0,20.2,82.6,0
18,4,0,1,1,2,8,0,13.5,96.9,0
17,1,0,1,0,1,7,0,10.0,89.4,0
17,4,0,1,2,1,10,0,18.1,76.5,0
18,1,0,1,0,1,6,0,10.9,85.8,0
8,2,0,1,0,1,10,0,7.3,90.5,0
10,0,0,0,2,1,7,0,14.1,52.6,1
10,4,0,0,4,4,1,0,5,52.7,0
11,0,0,0,0,1,8,0,4.7,38.3,0
11,2,0,0,0,1,7,0,4.0,63.0,0
16,5,1,0,1,0,8,0,8.7,52.8,2
8,0,0,1,3,1,6,0,10.9,51.3,0
12,6,1,0,4,1,11,1,15.4,29.2,0
10,6,1,0,0,4,10,1,23.4,40.2,2
18,0,0,1,0,1,3,0,9.8,69.6,0
17,0,0,1,0,1,5,0,9.1,62.3,2
13,6,1,0,3,2,11,1,27.3,23.5,0
10,0,0,0,0,1,8,0,4.8,72.6,0
18,5,1,0,0,1,6,0,6.8,45.3,0
7,4,0,1,3,1,2,1,13.1,77.6,1
9,6,1,0,2,4,18,1,25.8,57.1,0
11,5,1,0,2,1,5,0,19.3,48.3,1
18,3,0,1,0,1,2,0,11.9,57.7,0
15,5,1,0,4,4,1,0,5,43.5,0
7,4,0,1,3,1,6,0,9.2,65.9,0
10,1,0,0,3,1,2,0,10.1,82.8,2
12,6,1,0,2,1,11,0,20.5,52.3,2
7,1,0,1,0,1,6,0,10.4,54.3,2
19,6,1,0,1,4,10,1,22.0,80.8,2
9,4,0,1,1,3,8,1,12.8,92.8,0
12,5,1,0,0,2,14,0,24.6,44.5,0
6,2,0,0,0,1,2,0,10.3,62.6,0
11,4,0,0,2,1,7,0,17.8,59.3,2
13,5,1,0,4,1,11,1,23.2,58.2,0
17,5,1,0,2,1,7,0,27.4,52.7,0
14,0,0,0,1,4,8,0,18.3,50.0,0
17,4,0,1,3,1,6,1,13.9,78.9,0
8,2,0,1,1,0,6,0,8.7,74.4,0
8,1,0,1,3,1,3,1,17.1,94.8,0
11,2,0,0,2,1,9,0,4.9,44.7,1
7,4,0,1,0,1,5,0,10.7,81.1,0
10,1,0,0,4,4,1,0,5,8.9,0
10,1,0,0,4,4,1,0,5,37.7,1
17,1,0,1,2,1,7,0,19.3,68.2,1
13,6,1,0,1,4,10,1,18.4,58.6,0
8,4,0,1,1,2,8,0,7.0,86.3,0
18,6,1,0,0,1,8,0,7.6,57.5,1
17,1,0,1,1,2,10,0,14.1,54.3,0
12,3,0,0,0,1,3,0,8.2,80.1,0
12,1,0,0,0,1,10,0,8.0,56.5,0
15,0,0,0,4,1,8,0,20.1,45.7,1
16,4,0,0,4,0,9,0,23.4,18.6,0
12,3,0,0,3,1,5,0,7.6,55.2,0
14,2,0,0,4,1,12,0,19.1,44.8,0
10,6,1,0,2,0,19,0,23.6,31.1,1
9,1,0,1,2,1,11,0,14.3,74.2,1
8,0,0,1,0,1,9,0,8.4,85.8,0
10,5,1,0,1,4,2,1,19.6,44.3,1
17,3,0,1,1,2,5,0,19.3,96.3,0
19,6,1,0,3,0,8,1,14.3,19.4,0
12,2,0,0,0,1,7,0,12.5,41.4,0
13,5,1,0,2,3,11,1,17.1,32.8,0
12,3,0,0,3,1,4,0,9.5,69.0,0
17,6,1,0,1,3,2,1,3,41.6,0
7,4,0,1,1,0,7,0,5,77.8,0
7,3,0,1,2,1,4,0,14.3,51.5,2
8,4,0,0,4,0,10,0,13.1,35.3,1
12,6,1,0,3,2,9,1,22.7,60.8,1
16,2,0,0,4,0,13,0,26.2,29.5,0
17,5,1,0,1,4,7,1,17.0,60.5,1
8,3,0,1,0,1,5,0,5.8,67.3,0
6,1,0,0,2,1,8,0,14.6,45.4,1
6,0,0,0,0,1,7,0,6.9,49.0,0
9,2,0,1,3,1,4,1,7.0,92.1,1
14,5,1,0,0,1,1,0,7.7,30.4,0
18,5,1,0,3,1,6,1,14.2,44.5,1
8,1,0,1,0,1,2,0,12.2,54.7,0
13,5,1,0,1,2,5,0,13.4,43.0,1
15,5,1,0,4,3,15,1,29.6,73.3,0
12,6,1,0,0,1,8,0,3.2,28.1,1
19,2,0,1,1,3,3,1,12.5,83.2,0
17,1,0,1,1,0,7,0,12.6,93.2,1
18,2,0,1,1,0,3,0,10.0,87.9,0
8,3,0,1,0,1,5,0,10.9,90,0
12,5,1,0,1,3,4,1,8.0,46.3,0
7,4,0,1,0,1,6,0,3,60.4,2
18,3,0,1,1,0,5,0,7.9,90.4,1
12,6,1,0,4,3,13,1,25.2,20.7,0
8,2,0,1,3,1,5,1,7.8,86.6,2
10,5,1,0,4,1,9,1,25.0,46.5,0
17,5,1,0,1,0,7,0,8.6,61.6,0
6,4,0,0,2,1,9,0,14.9,56.1,0
9,3,0,1,3,1,3,1,13.7,78.8,0
13,4,0,0,4,1,8,0,23.5,22.2,0
8,3,0,1,1,3,5,1,7.5,81.9,1
18,6,1,0,0,3,10,1,18.2,32.0,0
18,0,0,1,1,2,9,0,7.6,81.8,2
19,1,0,1,0,1,5,0,10.8,83.9,2
16,5,1,0,0,1,4,0,12.1,53.1,1
8,4,0,1,1,0,5,0,5,76.2,0
8,1,0,1,0,1,6,0,5,82.2,1
18,1,0,1,1,2,6,0,13.0,93.3,0
8,2,0,1,2,1,5,0,14.0,48.7,0
7,0,0,1,0,1,4,0,12.3,59.0,0
8,1,0,1,2,1,6,0,5.0,64.2,2
13,5,1,0,4,3,11,1,24.9,44.3,1
12,6,1,0,4,2,17,1,33.1,38.3,1
14,5,1,0,1,3,1,1,17.6,32.1,1
19,6,1,0,0,2,12,0,27.8,46.9,0
12,0,0,0,2,1,7,0,12.7,75.8,0
12,1,0,0,2,1,6,0,10.5,41.3,1
16,6,1,0,1,4,9,1,21.5,64.0,0
12,1,0,0,0,1,9,0,9.6,76.7,0
14,4,0,0,4,0,9,0,12.6,40.5,0
8,0,0,1,3,1,3,1,15.6,84.5,0
9,4,0,1,3,1,5,1,5.4,86.3,0
8,4,0,1,3,1,3,1,14.5,75.4,0
14,6,1,0,0,2,17,0,26.5,55.4,1
6,3,0,0,0,1,4,0,8.3,56.6,0
17,0,0,1,1,2,8,0,21.6,83.7,1
18,1,0,1,0,1,5,0,12.7,69.3,0
19,6,1,0,2,3,6,1,21.0,37.3,0
18,0,0,1,1,2,11,0,14.9,81.3,2
17,6,1,0,4,1,7,1,21.5,73.8,1
8,0,0,1,3,1,5,1,8.1,80.9,0
8,3,0,1,1,3,7,1,15.2,68.7,1
9,4,0,1,3,1,4,1,15.5,65.9,0
8,3,0,1,0,1,6,0,8.1,72.9,1
8,3,0,1,2,1,8,0,9.0,98.3,2
8,0,0,1,1,0,3,0,6.3,71.9,0
9,5,1,0,3,2,9,1,28.5,48.9,1
14,5,1,0,4,4,1,0,5,44.8,0
17,3,0,1,1,0,3,0,7.2,77.8,0
14,3,0,0,4,0,12,0,15.4,51.7,0
8,4,0,1,1,0,5,0,13.2,88.1,1
8,0,0,1,2,1,9,0,9.7,70.9,0
15,5,1,0,3,0,9,1,3,30.4,0
7,0,0,1,3,1,5,0,6.6,62.5,0
17,6,1,0,3,2,12,1,13.6,42.2,1
6,1,0,0,0,1,8,0,13.7,54.0,1
12,6,1,0,1,0,7,0,11.0,49.8,2
15,3,0,0,4,1,9,0,18.1,34.3,0
19,4,0,1,1,2,9,0,12.5,82.2,1
17,1,0,1,2,1,6,0,21.2,84.1,0
17,1,0,1,2,1,3,0,8.1,78.3,2
11,3,0,0,0,1,9,0,5.2,54.2,0
9,4,0,1,3,1,4,1,5.8,63.7,2
12,2,0,0,4,4,1,0,5,45.1,2
7,1,0,1,2,1,8,0,10.3,72.1,1
8,2,0,1,1,2,8,0,9.5,66.1,0
10,0,0,0,3,1,6,0,8.4,51.6,0
7,3,0,1,1,2,7,0,6.3,89.1,0
16,3,0,0,4,4,1,0,6.9,43.2,0
18,1,0,1,3,1,6,1,15.1,84.9,1
17,6,1,0,2,4,20,1,16.0,24.0,0
18,6,1,0,4,0,13,1,15.7,48.6,0
12,3,0,0,2,1,7,0,22.5,62.4,0
17,6,1,0,2,4,16,1,27.7,53.7,1
18,2,0,1,0,1,5,0,5,84.8,0
18,2,0,1,3,1,5,1,9.3,81.2,1
8,4,0,1,1,2,7,0,20.2,84.3,2
9,2,0,1,1,2,5,0,14.9,63.1,2
14,6,1,0,1,3,4,1,10.8,76.8,1
10,1,0,0,4,4,1,0,5,41.0,1
18,2,0,1,1,2,6,0,6.2,87.3,1
11,4,0,0,0,1,8,0,7.0,78.4,2
16,5,1,0,3,2,12,1,23.3,61.9,1
8,4,0,1,0,1,8,0,7.6,74.5,0
8,4,0,1,2,1,8,0,18.3,67.3,0
7,2,0,1,0,1,6,0,5,90.7,0
6,3,0,0,0,1,4,0,6.3,53.2,0
18,4,0,1,2,1,4,0,12.8,100,0
6,1,0,0,0,1,6,0,11.5,87.7,0
7,2,0,1,2,1,8,0,11.0,54.7,1
7,1,0,1,3,1,8,1,15.9,69.2,1
17,4,0,1,2,1,3,0,19.1,96.4,0
16,6,1,0,0,3,6,1,15.0,35.3,2
7,0,0,1,3,1,2,1,11.5,70.1,2
9,4,0,1,1,2,9,0,13.9,66.1,1
14,5,1,0,3,1,4,1,8.4,39.5,0
8,1,0,0,4,4,1,0,5,23.9,0
10,5,1,0,1,3,11,1,16.7,47.1,0
7,2,0,1,2,1,6,0,14.6,69.1,1
17,4,0,1,2,1,9,0,11.5,88.9,0
19,6,1,0,2,1,9,0,11.5,85,0
16,6,1,0,1,4,12,0,11.8,33.2,1
7,1,0,1,0,1,3,0,11.5,55.5,0
10,5,1,0,3,1,2,1,6.5,73.6,1
7,1,0,1,3,1,3,1,10.0,77.1,0
17,2,0,1,2,1,9,0,15.1,86.0,1
11,0,0,0,4,4,1,0,5,50.1,0
14,6,1,0,4,1,7,0,17.5,24.5,0
8,1,0,1,3,1,4,0,6.1,48.0,0
19,2,0,1,1,2,8,0,15.7,79.9,0
19,6,1,0,1,3,7,1,8.6,34.1,0
17,4,0,1,1,3,4,1,10.9,98.4,0
11,6,1,0,4,1,11,1,18.7,65.6,1
7,4,0,1,0,1,8,0,5.3,98.3,2
19,4,0,1,1,3,6,1,16.0,89.8,2
15,5,1,0,2,1,6,0,18.2,34.4,0
19,6,1,0,2,3,14,1,20.8,63.1,1
18,3,0,1,2,1,8,0,19.1,83.5,1
7,1,0,1,2,1,6,0,25.1,83.2,1
14,5,1,0,3,4,13,1,19.8,56.4,2
18,3,0,1,0,1,2,0,11.3,72.5,0
16,6,1,0,2,3,12,1,18.5,44.6,1
10,3,0,0,3,1,3,0,6.2,58.8,0
7,0,0,1,3,1,6,1,12.1,87.6,0
16,5,1,0,0,1,4,0,6.1,20.1,0
9,4,0,1,2,1,7,0,14.7,86.8,1
18,5,1,0,3,4,15,1,27.1,36.9,0
17,1,0,1,3,1,8,1,8.6,84.3,2
17,6,1,0,2,4,15,1,30.2,39.6,0
12,6,1,0,1,2,6,0,12.4,58.2,2
16,5,1,0,1,0,4,0,3.7,41.2,2
7,1,0,1,0,1,5,0,4.9,76.2,0
18,3,0,1,0,1,9,0,12.2,66.8,0
19,6,1,0,0,1,6,0,12.3,62.0,0
15,6,1,0,0,1,9,0,9.9,53.7,0
6,1,0,0,0,1,9,0,11.8,56.2,2
10,4,0,0,0,1,4,0,7.4,56.2,1
6,2,0,0,3,1,8,0,4.8,64.5,0
15,6,1,0,1,0,1,0,9.1,36.6,0
10,1,0,0,0,1,5,0,9.8,65.5,0
14,6,1,0,4,1,9,1,12.7,45.1,1
7,4,0,1,1,2,5,0,11.8,81.6,2
8,3,0,1,3,1,3,1,5,86.1,0
7,0,0,1,1,2,8,0,17.7,74.9,0
7,0,0,1,3,1,4,0,5.6,72.3,0
18,2,0,1,3,1,6,1,11.0,93.4,0
11,5,1,0,1,2,8,0,16.6,65.6,0
17,5,1,0,2,4,20,1,38.7,41.2,0
6,4,0,0,3,1,2,0,3,53.3,0
16,6,1,0,4,2,20,1,27.7,37.9,1
18,0,0,1,1,3,4,1,12.6,71.3,0
14,6,1,0,0,2,15,0,20.1,42.3,1
19,5,1,0,1,4,9,1,10.0,80.6,2
16,1,0,0,4,4,2,0,10.3,25.2,1
14,6,1,0,0,2,13,0,21.4,45.6,0
17,2,0,1,3,1,2,1,6.2,75.5,0
10,6,1,0,0,4,10,1,15.6,35.0,0
6,0,0,0,0,1,4,0,3.5,59.7,0
17,5,1,0,2,4,16,1,34.7,53.8,2
6,1,0,0,0,1,4,0,9.8,88.5,0
18,4,0,1,2,1,6,0,10.3,82.1,0
15,5,1,0,0,1,4,0,3,47.2,1
7,1,0,1,0,1,7,0,7.6,77.4,1
6,4,0,0,2,1,10,0,11.6,61.0,0
12,4,0,0,0,1,8,0,11.1,59.9,0
14,5,1,0,2,4,16,1,32.8,63.6,0
10,5,1,0,4,0,9,0,17.5,51.4,0
7,4,0,1,2,1,8,0,14.6,85.3,0
10,6,1,0,2,3,12,1,10.4,55.0,0
11,0,0,0,4,4,1,0,12.0,36.5,0
7,1,0,1,0,1,5,0,6.8,77.1,0
7,1,0,1,0,1,4,0,6.3,78.0,0
7,0,0,1,3,1,8,0,3,57.1,0
8,3,0,1,0,1,4,0,5,93.1,0
14,6,1,0,0,1,5,0,9.5,73.5,0
7,1,0,1,2,1,6,0,15.4,100,0
10,0,0,0,4,1,8,0,19.7,27.7,0
6,3,0,0,0,1,5,0,5.3,56.4,1
17,3,0,1,0,1,4,0,12.0,100,0
15,5,1,0,3,4,13,1,16.6,33.6,0
10,6,1,0,4,2,20,1,30.6,42.8,0
15,6,1,0,4,0,7,1,20.3,29.7,1
6,0,0,0,0,1,7,0,5.6,67.7,0
10,1,0,0,0,1,6,0,14.3,68.2,0
10,4,0,0,0,1,3,0,10.0,51.9,0
19,2,0,1,0,1,3,0,10.9,73.4,1
7,2,0,1,2,1,8,0,10.6,42.1,2
9,2,0,0,4,4,1,0,6.1,41.3,1
7,2,0,1,1,2,10,0,9.2,88.2,0
14,6,1,0,0,4,11,1,22.6,45.1,0
12,0,0,0,0,1,9,0,13.4,61.6,0
8,3,0,1,0,1,6,0,5,86.7,1
12,2,0,0,0,1,9,0,3.3,59.0,1
19,5,1,0,4,2,19,1,32.4,47.2,1
11,2,0,0,4,0,10,0,22.5,42.6,0
11,2,0,0,0,1,3,0,10.7,50.3,0
8,0,0,1,1,0,6,0,11.8,67.1,0
7,4,0,1,2,1,8,0,8.7,87.4,2
11,5,1,0,3,4,16,1,24.0,38.5,1
13,6,1,0,1,4,8,0,6.5,41.2,0
8,1,0,1,1,0,8,0,12.2,81.0,0
9,2,0,0,4,0,11,0,11.3,45.7,1
6,4,0,0,0,1,5,0,4.9,45.2,1
8,3,0,1,2,1,10,0,5.2,71.2,2
8,2,0,1,3,1,5,1,12.2,73.1,0
10,5,1,0,2,3,15,1,22.1,49.4,1
18,0,0,1,1,3,7,1,6.0,74.9,0
15,6,1,0,1,4,6,1,19.5,57.6,0
17,0,0,1,2,1,9,0,14.4,88.2,1
15,6,1,0,1,3,5,1,3,46.4,2
18,2,0,1,2,1,9,0,15.5,82.5,1
6,3,0,0,3,1,1,0,8.7,66.9,0
9,0,0,1,0,1,6,0,5.3,84.8,0
11,2,0,0,3,1,4,0,7.5,66.0,2
11,6,1,0,4,1,15,1,6.8,66.3,2
19,3,0,1,3,1,4,1,5,91.5,0
12,2,0,0,0,4,10,0,18.9,5,0
17,2,0,1,1,0,7,0,11.6,87.4,2
17,4,0,1,2,1,11,0,11.4,86.5,0
10,6,1,0,2,3,10,1,20.7,44.0,1
14,6,1,0,2,1,6,0,8.8,44.9,0
12,6,1,0,1,0,8,0,7.2,53.5,2
13,0,0,0,4,4,2,0,5,23.7,0
17,3,0,1,1,2,9,0,20.1,73.4,0
8,2,0,1,2,1,6,0,15.3,84.8,1
12,2,0,0,0,1,3,0,10.4,49.3,0
7,0,0,1,2,1,9,0,9.1,53.0,0
11,3,0,0,4,0,13,0,25.1,23.5,1
9,0,0,0,4,1,8,0,15.8,15.7,0
12,2,0,0,0,1,7,0,7.6,70.5,0
9,4,0,1,1,3,3,1,7.3,84.8,0
7,3,0,1,1,2,9,0,15.0,96.7,1
8,0,0,1,2,1,8,0,16.9,69.6,0
7,4,0,1,2,1,9,0,16.1,40.1,0
6,4,0,0,3,1,7,0,5.3,76.3,1
8,0,0,1,2,1,13,0,10.2,90.9,2
12,4,0,0,4,0,11,0,23.9,32.1,0
18,3,0,1,3,1,4,1,13.2,80.9,0
9,3,0,1,2,1,8,0,10.0,64.9,0
6,0,0,0,2,1,7,0,7.4,75.7,0
12,6,1,0,4,1,11,1,18.2,53.5,1
8,4,0,1,1,2,8,0,9.0,86.7,1
14,5,1,0,4,4,1,0,11.6,14.5,0
7,4,0,1,2,1,8,0,7.6,73.1,2
11,5,1,0,1,2,5,0,11.3,31.1,0
10,0,0,0,0,1,8,0,8.4,37.6,0
8,4,0,1,0,1,2,0,16.7,83.0,0
19,5,1,0,1,0,12,0,11.2,60.3,0
13,5,1,0,2,3,11,1,23.2,84.9,0
14,1,0,0,0,4,9,0,10.8,45.9,1
9,6,1,0,4,2,16,1,31.6,51.5,2
17,5,1,0,3,0,3,1,22.9,69.3,0
15,5,1,0,4,2,19,1,25.7,44.0,1
9,1,0,0,4,0,12,0,14.9,15.7,0
17,2,0,1,0,1,7,0,8.1,92.7,0
7,2,0,1,2,1,9,0,11.7,73.5,1
17,3,0,1,1,2,5,0,27.3,93.9,1
16,5,1,0,0,4,13,1,16.9,26.8,1
14,6,1,0,1,4,10,0,14.4,44.3,0
16,5,1,0,1,4,8,0,17.5,37.7,0
8,1,0,0,1,4,9,0,21.8,23.4,0
13,5,1,0,1,4,13,0,5.7,27.0,0
17,3,0,1,0,1,5,0,9.6,89.0,1
8,3,0,1,2,1,7,0,12.6,55.9,0
17,6,1,0,0,3,8,1,15.8,74.4,1
6,4,0,0,2,1,8,0,16.2,68.9,0
6,1,0,0,0,1,4,0,8.3,73.3,0
7,3,0,1,0,1,5,0,7.4,84.4,0
10,4,0,0,3,1,7,0,7.9,49.1,0
14,4,0,0,1,4,11,0,19.3,37.9,0
11,5,1,0,1,4,7,1,19.2,39.2,1
16,5,1,0,0,2,13,0,26.6,39.8,0
8,1,0,1,1,0,3,0,5,93.7,1
12,3,0,0,0,1,7,0,8.8,59.8,2
8,2,0,1,1,0,9,0,5.5,89.4,0
19,1,0,1,1,2,3,0,13.1,96.6,2
19,0,0,1,2,1,6,0,10.9,83.8,1
18,4,0,1,3,1,7,1,5,61.2,1
17,0,0,1,1,2,9,0,13.1,89.9,0
13,2,0,0,4,4,1,0,5,51.7,0
8,1,0,1,1,2,9,0,8.1,79.0,1
18,4,0,1,1,3,7,1,16.7,93.7,0
10,6,1,0,0,4,9,0,17.2,29.9,2
11,0,0,0,0,1,4,0,4.7,29.3,1
17,2,0,1,0,1,4,0,5.6,76.2,1
15,5,1,0,0,4,15,0,15.1,55.7,1
18,2,0,1,1,0,6,0,7.9,73.7,1
17,3,0,1,1,0,4,0,8.1,85.5,1
7,3,0,1,0,1,6,0,3,87.0,0
19,0,0,1,3,1,3,1,14.1,84.0,0
14,5,1,0,2,0,10,0,25.0,22.8,0
19,5,1,0,1,3,1,1,10.0,52.5,1
14,1,0,0,4,4,1,0,5,53.2,0
14,5,1,0,0,1,8,0,3,33.2,0
19,1,0,1,1,0,7,0,5,100,0
10,3,0,0,2,1,8,0,12.1,52.6,2
17,2,0,1,1,0,6,0,6.0,80.5,0
18,1,0,1,0,1,4,0,5,66.6,1
16,5,1,0,2,3,10,1,18.7,32.7,0
15,3,0,0,1,4,7,0,22.1,48.8,0
8,4,0,1,0,1,6,0,10.1,71.6,0
7,0,0,1,1,3,3,1,12.8,78.3,0
11,2,0,0,3,1,3,0,11.3,33.7,2
13,5,1,0,4,1,10,1,29.6,37.2,0
14,0,0,0,4,4,1,0,5,62.2,0
12,6,1,0,0,2,10,0,10.2,36.1,0
8,4,0,1,3,1,5,0,6.6,75.1,1
14,5,1,0,2,3,12,1,9.9,58.2,0
16,6,1,0,1,3,6,1,14.0,39.9,1
8,2,0,1,2,1,9,0,14.4,58.9,0
18,2,0,1,2,1,7,0,15.9,75.0,0
11,1,0,0,0,1,4,0,7.3,46.2,1
7,2,0,1,1,2,6,0,6.3,79.5,0
8,4,0,1,0,1,7,0,12.9,73.4,0
18,3,0,1,1,0,2,0,6.7,80.2,0
8,1,0,1,3,1,7,1,8.4,83.6,1
12,2,0,0,4,4,1,0,5,39.0,0
14,3,0,0,4,0,14,0,15.6,28.2,0
14,6,1,0,1,4,9,1,23.0,39.8,0
19,0,0,1,1,0,4,0,9.3,76.3,0
17,4,0,1,2,1,8,0,7.4,75.7,2
15,5,1,0,3,2,13,1,14.3,49.4,2
8,2,0,1,2,1,7,0,5,86.4,1
11,4,0,0,3,1,5,0,7.8,45.2,1
7,1,0,1,0,1,6,0,5.5,92.6,0
10,5,1,0,4,4,1,0,5,43.8,2
12,5,1,0,4,1,9,0,26.3,14.3,0
18,0,0,1,1,3,2,1,12.3,82.8,0
18,3,0,1,2,1,3,0,13.2,77.5,0
8,0,0,1,3,1,6,1,12.2,82.3,1
8,3,0,1,2,1,6,0,19.5,90.3,0
7,2,0,1,1,3,4,1,14.4,98.9,0
13,5,1,0,1,2,8,0,19.5,26.4,1
7,1,0,1,0,1,5,0,5.7,40.2,1
6,1,0,0,0,1,6,0,7.4,52.1,0
13,5,1,0,4,0,17,1,13.7,43.2,0
19,6,1,0,0,1,5,0,13.5,41.7,1
18,6,1,0,1,4,9,1,20.9,45.4,0
6,2,0,0,0,1,6,0,11.3,70.9,0
19,2,0,1,1,3,4,1,6.5,75.1,0
13,5,1,0,1,4,10,0,18.4,29.8,1
8,3,0,1,1,0,5,0,5,87.5,0
18,4,0,1,3,1,7,1,7.3,80.0,1
11,2,0,0,4,0,11,0,21.6,32.5,1
16,6,1,0,0,4,11,0,19.1,45.1,2
19,1,0,1,2,1,7,0,10.8,74.5,0
6,3,0,0,0,1,1,0,13.9,52.3,0
10,5,1,0,0,3,7,1,14.1,53.4,0
8,2,0,1,2,1,7,0,7.1,48.1,0
18,2,0,1,1,3,8,1,13.4,74.0,1
7,3,0,1,3,1,5,1,13.0,91.9,2
10,5,1,0,4,0,8,0,11.3,64.0,0
7,0,0,1,1,2,7,0,19.0,75.8,0
11,6,1,0,4,0,11,0,17.6,38.4,1
17,2,0,1,2,1,8,0,10.5,89.9,2
18,2,0,1,2,1,5,0,16.1,62.4,0
12,2,0,0,2,1,5,0,8.7,60.1,1
11,6,1,0,4,0,13,1,19.5,28.6,0
10,4,0,0,0,1,4,0,7.7,57.1,0
13,6,1,0,0,3,9,1,17.7,28.9,1
11,2,0,0,0,1,6,0,4.4,54.5,0
18,6,1,0,3,2,12,1,18.3,32.4,1
17,1,0,1,1,3,8,1,11.7,78.7,1
16,5,1,0,0,4,10,1,27.8,26.2,0
18,6,1,0,4,1,4,1,9.5,28.0,0
17,5,1,0,4,0,15,1,19.8,37.3,0
10,4,0,0,4,4,1,0,5,29.5,2
10,5,1,0,4,1,13,1,20.9,69.7,2
10,5,1,0,2,3,16,1,23.7,35.8,0
9,6,1,0,0,3,8,1,13.9,41.2,0
10,6,1,0,0,1,6,0,3,30.4,0
8,0,0,1,3,1,4,1,6.3,80.4,0
17,1,0,1,1,3,6,1,13.8,81.4,0
17,5,1,0,4,0,13,1,21.4,28.8,0
11,4,0,0,3,1,5,0,8.6,56.7,0
7,0,0,1,0,1,4,0,11.1,53.7,0
19,5,1,0,2,3,7,1,20.1,38.4,1
17,0,0,1,1,3,5,1,19.5,61.7,1
12,4,0,0,1,4,11,0,12.5,50.0,0
17,1,0,1,1,3,3,1,13.5,77.1,1
8,3,0,1,3,1,2,0,3.8,64.4,2
9,0,0,1,1,3,4,1,5,84.7,0
14,5,1,0,4,0,12,1,13.7,49.2,1
9,6,1,0,4,0,8,1,19.2,21.6,0
7,1,0,1,0,1,6,0,3.8,70.4,1
9,6,1,0,1,2,8,0,12.7,44.0,0
11,4,0,0,2,1,9,0,13.8,59.3,0
14,6,1,0,1,2,7,0,18.9,44.0,0
18,1,0,1,0,1,5,0,5.8,72.2,0
8,3,0,1,0,1,6,0,5.5,99.0,2
12,2,0,0,3,1,4,0,8.0,80.7,2
17,6,1,0,3,4,15,1,31.0,49.7,1
12,1,0,0,0,1,3,0,5.4,65.5,2
7,1,0,1,0,1,8,0,10.7,77.0,0
18,3,0,1,3,1,2,1,16.8,78.6,2
7,2,0,1,0,1,5,0,8.4,71.5,1
11,4,0,0,0,1,7,0,4.0,64.8,0
7,3,0,1,3,1,3,0,9.4,49.6,0
19,6,1,0,0,2,19,0,14.3,65.9,0
10,5,1,0,2,0,12,0,14.4,28.6,2
8,2,0,1,3,1,5,1,16.5,91.6,1
9,5,1,0,1,3,1,1,20.4,37.3,0
12,4,0,0,3,1,2,0,8.8,59.1,1
6,1,0,0,0,1,6,0,6.2,50.9,1
12,2,0,0,0,1,5,0,7.9,49.4,0
18,4,0,1,0,1,7,0,6.5,81.9,2
18,5,1,0,4,3,14,1,25.9,41.4,1
11,4,0,0,2,1,11,0,18.1,64.0,0
6,4,0,0,0,1,8,0,6.5,63.2,0
13,2,0,0,4,4,2,0,5,19.4,0
8,4,0,1,2,1,11,0,12.9,73.2,1
17,4,0,1,1,3,6,1,5.5,85.5,0
8,2,0,1,2,1,5,0,14.7,68.0,2
15,2,0,0,4,4,1,0,9.0,11.9,0
12,2,0,0,3,1,3,0,15.8,44.6,2
11,5,1,0,2,4,16,1,30.2,49.3,2
17,2,0,1,3,1,5,1,7.4,58.4,1
15,3,0,0,4,1,10,0,12.9,38.4,0
10,1,0,0,4,1,11,0,22.6,28.2,0
18,1,0,1,0,1,6,0,5,95.5,0
18,3,0,1,2,1,8,0,10.4,98.2,0
8,4,0,1,0,1,3,0,5,100,2
8,1,0,1,1,3,3,1,15.9,75.3,2
17,1,0,1,1,0,2,0,6.5,99.7,0
